Price,Location,Property Type,Status,Agency,Agent Name,Listing Date,Offer Date
R 15 950 000,Camps Bay,4 Bedroom House,Normal,PE Atlantic Seaboard,Melvin Lowe,2025-06-28,
R 2 695 000,Observatory,3 Bedroom House,Normal,PE Woodstock,Luke Wright,2025-04-15,
R 1 995 000,Kenilworth,2 Bedroom Apartment,Normal,PE Southern Suburbs,Colin Ramirez,2025-04-21,2025-05-15
R 11 950 000,Newlands,5 Bedroom House,Normal,PE Newlands,Melvin Lowe,2025-08-18,
R 42 950 000,Bakoven,11 Bedroom House,Normal,PE Atlantic Seaboard,Lester Harper,2025-05-29,
R 22 000 000,De Waterkant,3 Bedroom Apartment,Normal,PE Atlantic Seaboard,Russell Hughes,2025-05-16,
R 2 095 000,Cape Town City Centre,1 Bedroom Apartment,Normal,PE City Bowl,Gordon Kennedy,2025-04-17,
R 4 740 000,Cape Town City Centre,2 Bedroom Apartment,Normal,PE City Bowl,Michael Anderson,2025-10-01,
R 1 650 000,Sea Point,0.5 Bedroom Apartment,Normal,PE Atlantic Seaboard,Craig Hunt,2025-08-02,
R 4 350 000,Sea Point,2 Bedroom Apartment,Normal,PE Atlantic Seaboard,Louis Henderson,2025-07-18,2025-08-21
R 1 550 000,Woodstock,1 Bedroom Apartment,Normal,PE Woodstock,Arthur Jenkins,2025-05-25,
R 4 500 000,Cape Town City Centre,1 Bedroom Apartment,Normal,PE City Bowl,Luke Wright,2025-09-23,
R 14 900 000,Constantia,4 Bedroom House,Normal,PE Constantia,Matthew Davis,2025-06-27,
R 1 995 000,Cape Town City Centre,1 Bedroom Apartment,Normal,PE City Bowl,Colin Ramirez,2025-04-12,2025-07-03
R 15 500 000,Constantia,3 Bedroom House,Normal,PE Constantia,Evan Turner,2025-07-18,
R 12 950 000,Rondebosch,5 Bedroom House,Normal,PE Rondebosch,Stanley Wells,2025-07-06,
R 3 200 000,De Waterkant,1 Bedroom Apartment,Normal,PE Atlantic Seaboard,Preston Murphy,2025-07-11,2025-08-18
R 24 000 000,Fresnaye,5 Bedroom House,Normal,PE Atlantic Seaboard,Maurice West,2025-04-23,
R 2 195 000,Claremont,2 Bedroom House,Normal,PE Claremont,Carson Stewart,2025-07-26,
R 3 250 000,Observatory,4 Bedroom House,Normal,PE Woodstock,Nathan Young,2025-06-09,
R 7 995 000,Claremont,3 Bedroom Townhouse,Normal,PE Claremont,Philip Washington,2025-07-09,
R 2 245 000,Cape Town City Centre,1 Bedroom Apartment,Normal,PE City Bowl,Marcus Torres,2025-05-02,2025-06-04
R 1 995 000,Observatory,3 Bedroom House,Normal,PE Woodstock,Gilbert Carr,2025-04-30,2025-07-17
R 5 395 000,Cape Town City Centre,2 Bedroom Apartment,Normal,PE City Bowl,Austin Baker,2025-06-01,
R 11 000 000,Green Point,3 Bedroom Apartment,Normal,PE Atlantic Seaboard,Curtis Stevens,2025-04-24,
R 13 700 000,Fresnaye,3 Bedroom House,Normal,PE Atlantic Seaboard,Martin Hayes,2025-06-08,
R 3 995 000,Observatory,3 Bedroom Apartment,Normal,PE Woodstock,Gordon Kennedy,2025-07-05,
R 3 200 000,Green Point,1 Bedroom Apartment,Normal,PE Atlantic Seaboard,Jared Bailey,2025-07-13,
R 3 250 000,Gardens,2 Bedroom Apartment,Normal,PE City Bowl,Randall Beck,2025-04-14,
R 800 000,Claremont,1 Bedroom Apartment,Normal,PE Claremont,Colin Ramirez,2025-07-15,2025-08-06
R 3 190 000,Cape Town City Centre,1 Bedroom Apartment,Normal,PE City Bowl,Randall Beck,2025-09-08,
R 2 900 000,Vredehoek,2 Bedroom Apartment,Normal,PE City Bowl,Shane Ward,2025-05-17,
R 3 450 000,Cape Town City Centre,1 Bedroom Apartment,Normal,PE City Bowl,Jared Bailey,2025-09-04,2025-10-04
R 1 995 000,Rondebosch,3 Bedroom Apartment,Normal,PE Rondebosch,Ryan Peterson,2025-08-19,
R 5 670 000,Cape Town City Centre,2 Bedroom Apartment,Normal,PE City Bowl,Ian Campbell,2025-09-06,
R 4 950 000,Bergvliet,3 Bedroom House,Normal,PE Southern Suburbs,Robert Chen,2025-05-29,
R 6 750 000,Sea Point,2 Bedroom Apartment,Normal,PE Atlantic Seaboard,Michael Anderson,2025-08-13,
R 2 623 000,Cape Town City Centre,1 Bedroom Apartment,Normal,PE City Bowl,Randall Beck,2025-08-15,
R 1 649 500,Cape Town City Centre,1 Bedroom Apartment,Normal,PE City Bowl,Bernard Mason,2025-04-15,
R 2 695 000,Oranjezicht,2 Bedroom Apartment,Normal,PE City Bowl,Randall Beck,2025-07-09,
R 780 000,Cape Town City Centre,0.5 Bedroom Apartment,Normal,PE City Bowl,Chase Cox,2025-09-02,
R 1 250 000,Diep River,2 Bedroom Apartment,Normal,PE Southern Suburbs,Henry Simmons,2025-09-22,
R 7 980 000,Rondebosch,4 Bedroom House,Normal,PE Rondebosch,Marcus Torres,2025-05-10,2025-08-31
R 1 350 000,Woodstock,1 Bedroom Apartment,Normal,PE Woodstock,Randall Beck,2025-09-04,2025-10-01
R 1 350 000,Woodstock,1 Bedroom Apartment,Normal,PE Woodstock,Robert Chen,2025-09-10,
R 4 995 000,Claremont,3 Bedroom House,Normal,PE Claremont,Robert Chen,2025-07-22,
R 4 295 000,Fresnaye,2 Bedroom Apartment,Normal,PE Atlantic Seaboard,Francis Barnes,2025-05-18,
R 3 995 000,Constantia,2 Bedroom Apartment,Normal,PE Constantia,Grant Cooper,2025-07-10,
R 1 349 000,Claremont,2 Bedroom Apartment,Normal,PE Claremont,Gregory Diaz,2025-08-04,
R 3 000 000,Mowbray,3 Bedroom House,Normal,PE Southern Suburbs,Bernard Mason,2025-04-13,2025-05-26
R 1 545 000,Salt River,3 Bedroom House,Normal,PE Woodstock,Curtis Stevens,2025-05-29,2025-06-17
R 7 000 000,Constantia,3 Bedroom House,Normal,PE Constantia,Stanley Wells,2025-09-01,
R 1 575 000,Kenilworth,2 Bedroom Apartment,Normal,PE Southern Suburbs,James Mitchell,2025-09-27,
R 2 999 000,Foreshore,1 Bedroom Apartment,Normal,PE Atlantic Seaboard,Brian Clark,2025-08-24,
R 4 895 000,Rondebosch,3 Bedroom House,Normal,PE Rondebosch,Robert Chen,2025-05-04,
R 1 695 000,Mowbray,1 Bedroom House,Normal,PE Southern Suburbs,Marcus Rivera,2025-09-21,
R 3 095 000,Sea Point,2 Bedroom Apartment,Normal,PE Atlantic Seaboard,Carson Stewart,2025-08-26,
R 2 900 000,Vredehoek,2 Bedroom Apartment,Normal,PE City Bowl,Victor Webb,2025-07-23,
R 1 425 000,Mouille Point,Apartment,Normal,PE Atlantic Seaboard,Austin Baker,2025-09-30,
R 12 950 000,Tamboerskloof,4 Bedroom House,Normal,PE City Bowl,Louis Henderson,2025-07-31,
R 1 690 000,Observatory,1 Bedroom Apartment,Normal,PE Woodstock,Austin Baker,2025-07-13,2025-07-29
R 1 350 000,Woodstock,0.5 Bedroom Apartment,Normal,PE Woodstock,Leroy Wade,2025-07-24,2025-09-29
R 1 350 000,Woodstock,0.5 Bedroom Apartment,Normal,PE Woodstock,Dennis Wood,2025-05-23,2025-08-05
R 3 395 000,Tokai,3 Bedroom House,Normal,PE Southern Suburbs,Wesley Richardson,2025-09-27,
R 5 985 000,Sea Point,2 Bedroom Apartment,Normal,PE Atlantic Seaboard,Eugene Long,2025-07-20,
R 10 990 000,Camps Bay,3 Bedroom Apartment,Normal,PE Atlantic Seaboard,Chase Cox,2025-05-30,
R 2 495 000,Cape Town City Centre,1 Bedroom Apartment,Normal,PE City Bowl,Julius Delgado,2025-08-10,
R 4 250 000,Green Point,2 Bedroom Apartment,Normal,PE Atlantic Seaboard,Kevin Harris,2025-07-25,
R 3 300 000,Claremont,3 Bedroom House,Normal,PE Claremont,Adrian Phillips,2025-06-10,2025-08-17
R 1 950 000,Woodstock,3 Bedroom House,Normal,PE Woodstock,Nathan Young,2025-05-14,
R 10 799 000,Sea Point,4 Bedroom Apartment,Normal,PE Atlantic Seaboard,Frank Ross,2025-04-17,
R 37 500 000,Clifton,3 Bedroom Apartment,Normal,PE Atlantic Seaboard,Lester Harper,2025-09-15,
R 29 950 000,Constantia,6 Bedroom House,Normal,PE Constantia,Leonard Hughes,2025-05-10,
R 11 000 000,Kenilworth,17 Bedroom House,Normal,PE Southern Suburbs,Louis Henderson,2025-08-11,
R 2 695 000,Walmer Estate,2 Bedroom Townhouse,Normal,PE Woodstock,Howard Griffin,2025-10-01,
R 3 450 000,Cape Town City Centre,1 Bedroom Apartment,Normal,PE City Bowl,Joshua Garcia,2025-08-12,
R 1 995 000,Cape Town City Centre,1 Bedroom Apartment,Normal,PE City Bowl,Hugo Walton,2025-05-16,
R 1 750 000,Cape Town City Centre,1 Bedroom Apartment,Normal,PE City Bowl,Nicholas White,2025-08-07,
R 1 600 000,Kenilworth,2 Bedroom Apartment,Normal,PE Southern Suburbs,Stanley Wells,2025-07-13,
R 1 395 000,Kenilworth,1 Bedroom Apartment,Normal,PE Southern Suburbs,Albert Perry,2025-04-21,
R 2 950 000,Oranjezicht,2 Bedroom Apartment,Normal,PE City Bowl,Allan Santiago,2025-04-11,2025-05-19
R 3 750 000,De Waterkant,1 Bedroom Apartment,Normal,PE Atlantic Seaboard,Marcus Torres,2025-07-08,
R 1 995 000,Cape Town City Centre,Apartment,Normal,PE City Bowl,Louis Henderson,2025-06-04,
R 1 850 000,Bo Kaap,0.5 Bedroom Apartment,Normal,PE City Bowl,Douglas Butler,2025-06-17,2025-08-15
R 29 995 000,Clifton,2 Bedroom Apartment,Normal,PE Atlantic Seaboard,Peter Ross,2025-05-03,
R 2 650 000,Cape Town City Centre,1 Bedroom Apartment,Normal,PE City Bowl,Michael Anderson,2025-08-12,
R 1 795 000,Sea Point,0.5 Bedroom Apartment,Normal,PE Atlantic Seaboard,Steven Rodriguez,2025-08-31,
R 7 250 000,Newlands,8 Bedroom House,Normal,PE Newlands,Allan Santiago,2025-07-03,
R 1 590 000,Cape Town City Centre,1 Bedroom Apartment,Normal,PE City Bowl,Marcus Torres,2025-04-12,
R 22 000 000,Constantia,4 Bedroom House,Normal,PE Constantia,Caleb Mitchell,2025-05-04,
R 1 699 000,Cape Town City Centre,1 Bedroom Apartment,Private,PE City Bowl,Brian Clark,2025-09-06,
R 2 100 000,Foreshore,1 Bedroom Apartment,Normal,PE Atlantic Seaboard,Victor Webb,2025-04-24,
R 22 950 000,Camps Bay,2 Bedroom Apartment,Normal,PE Atlantic Seaboard,Keith Myers,2025-05-02,
R 1 695 000,Cape Town City Centre,1 Bedroom Apartment,Normal,PE City Bowl,Brian Clark,2025-05-07,2025-07-14
R 2 750 000,Cape Town City Centre,0.5 Bedroom Apartment,Normal,PE City Bowl,Steven Rodriguez,2025-07-19,
R 19 500 000,Camps Bay,4 Bedroom Apartment,Normal,PE Atlantic Seaboard,Curtis Stevens,2025-07-18,
R 5 500 000,Sea Point,2 Bedroom Apartment,Normal,PE Atlantic Seaboard,Carl Coleman,2025-09-30,
R 2 995 000,Cape Town City Centre,1 Bedroom Apartment,Normal,PE City Bowl,Jared Bailey,2025-05-19,2025-08-16
R 3 195 000,Sea Point,1 Bedroom Apartment,Normal,PE Atlantic Seaboard,Gordon Kennedy,2025-07-17,
R 1 749 000,Walmer Estate,2 Bedroom House,Normal,PE Woodstock,Jordan Adams,2025-06-26,2025-08-22
R 7 995 000,Newlands,2 Bedroom House,Normal,PE Newlands,Sean Parker,2025-06-14,
R 1 295 000,Cape Town City Centre,1 Bedroom Apartment,Private,PE City Bowl,Ian Campbell,2025-08-06,
R 4 600 000,Woodstock,Apartment,Normal,PE Woodstock,Walter Foster,2025-05-02,2025-06-04
R 2 799 000,Cape Town City Centre,2 Bedroom Apartment,Normal,PE City Bowl,Edgar Hart,2025-08-13,
R 1 595 000,Rondebosch,1 Bedroom Apartment,Normal,PE Rondebosch,James Mitchell,2025-08-28,
R 1 400 000,Woodstock,1 Bedroom House,Normal,PE Woodstock,Joshua Garcia,2025-06-29,
R 1 299 000,Salt River,2 Bedroom House,Normal,PE Woodstock,Francis Barnes,2025-06-07,2025-08-12
R 22 999 000,Fresnaye,3 Bedroom House,Normal,PE Atlantic Seaboard,Garrett Howard,2025-09-28,
R 2 295 000,Sea Point,0.5 Bedroom Apartment,Normal,PE Atlantic Seaboard,Samuel Bennett,2025-07-03,
R 2 995 000,Sea Point,2 Bedroom Apartment,Normal,PE Atlantic Seaboard,Seth Bell,2025-08-19,2025-10-05
R 2 800 000,Cape Town City Centre,1 Bedroom Apartment,Normal,PE City Bowl,Kyle Hall,2025-09-10,
R 1 800 000,Foreshore,Apartment,Normal,PE Atlantic Seaboard,Gabriel Green,2025-08-18,
R 4 500 000,Sea Point,2 Bedroom Apartment,Normal,PE Atlantic Seaboard,Harold Fisher,2025-06-13,
R 5 250 000,Wynberg,4 Bedroom House,Normal,PE Southern Suburbs,Blake Edwards,2025-08-30,
R 3 295 000,Gardens,2 Bedroom Apartment,Normal,PE City Bowl,Ernest Porter,2025-09-05,
R 1 495 000,Rondebosch,1 Bedroom Apartment,Normal,PE Rondebosch,Daniel Martinez,2025-05-03,
R 2 550 000,Foreshore,1 Bedroom Apartment,Normal,PE Atlantic Seaboard,Allan Santiago,2025-08-30,2025-10-04
R 5 750 000,Sea Point,2 Bedroom Apartment,Normal,PE Atlantic Seaboard,Nicholas White,2025-05-28,2025-09-08
R 5 995 000,Green Point,1 Bedroom Apartment,Normal,PE Atlantic Seaboard,Victor Webb,2025-08-20,
R 1 099 000,Observatory,1 Bedroom Apartment,Normal,PE Woodstock,Hugo Walton,2025-06-30,2025-07-17
R 1 725 000,Claremont Upper,1 Bedroom Apartment,Normal,PE Claremont,Melvin Lowe,2025-06-10,2025-08-26
R 28 000 000,Tamboerskloof,5 Bedroom House,Normal,PE City Bowl,Lester Harper,2025-07-23,
R 1 850 000,Gardens,1 Bedroom Apartment,Private,PE City Bowl,Dustin Peterson,2025-05-09,2025-06-06
R 4 750 000,Vredehoek,2 Bedroom House,Normal,PE City Bowl,Randall Beck,2025-08-04,
R 1 599 000,Observatory,2 Bedroom House,Normal,PE Woodstock,Robert Chen,2025-08-13,2025-09-11
R 5 950 000,Newlands,4 Bedroom House,Normal,PE Newlands,James Mitchell,2025-08-12,
R 5 850 000,Rondebosch,4 Bedroom House,Normal,PE Rondebosch,Brett Cook,2025-08-30,
R 6 400 000,Green Point,2 Bedroom Apartment,Normal,PE Atlantic Seaboard,Ryan Peterson,2025-04-12,2025-07-18
R 1 500 000,Rondebosch,1 Bedroom Apartment,Normal,PE Rondebosch,Frank Ross,2025-05-19,2025-07-04
R 1 250 000,Vredehoek,1 Bedroom Apartment,Normal,PE City Bowl,Evan Turner,2025-07-02,
R 5 999 000,Sea Point,3 Bedroom House,Normal,PE Atlantic Seaboard,Austin Baker,2025-05-04,2025-08-26
R 890 000,Kenilworth,1 Bedroom Apartment,Normal,PE Southern Suburbs,Julius Delgado,2025-06-03,
R 25 000 000,Green Point,4 Bedroom Apartment,Normal,PE Atlantic Seaboard,Leroy Wade,2025-07-19,
R 4 500 000,Cape Town City Centre,2 Bedroom Apartment,Normal,PE City Bowl,Matthew Davis,2025-09-23,
R 7 200 000,Sea Point,2 Bedroom Apartment,Normal,PE Atlantic Seaboard,Gordon Kennedy,2025-04-20,2025-08-18
R 2 200 000,Woodstock,3 Bedroom House,Normal,PE Woodstock,Ernest Porter,2025-06-23,
R 3 100 000,De Waterkant,1 Bedroom Apartment,Normal,PE Atlantic Seaboard,Brian Clark,2025-09-11,
R 2 500 000,Green Point,2 Bedroom Apartment,Normal,PE Atlantic Seaboard,Brett Cook,2025-08-21,
R 3 150 000,Sea Point,0.5 Bedroom Apartment,Normal,PE Atlantic Seaboard,Douglas Butler,2025-05-07,2025-07-12
R 8 500 000,Rondebosch,5 Bedroom House,Normal,PE Rondebosch,Michael Anderson,2025-08-20,
R 2 295 000,Cape Town City Centre,1 Bedroom Apartment,Normal,PE City Bowl,Steven Rodriguez,2025-04-24,2025-08-20
R 1 595 000,Rondebosch,1 Bedroom Apartment,Normal,PE Rondebosch,Nathan Young,2025-10-01,
R 1 700 000,Claremont Upper,Apartment,Normal,PE Claremont,Grant Cooper,2025-09-08,
R 2 950 000,Cape Town City Centre,1 Bedroom Apartment,Normal,PE City Bowl,Marvin Cortez,2025-04-11,
R 3 680 000,De Waterkant,2 Bedroom Apartment,Normal,PE Atlantic Seaboard,Jordan Adams,2025-07-27,
R 5 950 000,Sea Point,3 Bedroom House,Normal,PE Atlantic Seaboard,Nathan Young,2025-04-25,
R 17 800 000,Camps Bay,4 Bedroom House,Normal,PE Atlantic Seaboard,Lester Harper,2025-05-07,2025-10-03
R 1 500 000,Woodstock,2 Bedroom Apartment,Normal,PE Woodstock,Eugene Long,2025-08-09,
R 17 500 000,Camps Bay,3 Bedroom House,Normal,PE Atlantic Seaboard,Randall Beck,2025-08-06,
R 2 495 000,Cape Town City Centre,1 Bedroom Apartment,Normal,PE City Bowl,Arthur Jenkins,2025-07-10,2025-08-29
R 3 500 000,Mowbray,3 Bedroom House,Normal,PE Southern Suburbs,Caleb Mitchell,2025-06-30,2025-08-12
R 2 575 000,Observatory,3 Bedroom House,Normal,PE Woodstock,Adrian Phillips,2025-07-18,
R 6 395 000,Green Point,2 Bedroom Apartment,Normal,PE Atlantic Seaboard,Edgar Hart,2025-09-18,
R 9 295 000,Green Point,2 Bedroom Apartment,Normal,PE Atlantic Seaboard,Lawrence Alexander,2025-05-01,
R 37 000 000,Oranjezicht,5 Bedroom House,Normal,PE City Bowl,Ernest Porter,2025-06-14,
R 3 850 000,Gardens,2 Bedroom Apartment,Normal,PE City Bowl,Hugo Walton,2025-07-30,
R 2 999 000,Cape Town City Centre,1 Bedroom Apartment,Normal,PE City Bowl,Samuel Bennett,2025-08-02,
R 6 850 000,Fresnaye,2 Bedroom Apartment,Private,PE Atlantic Seaboard,Ernest Porter,2025-09-11,
R 1 850 000,Woodstock,1 Bedroom Apartment,Normal,PE Woodstock,Derek Allen,2025-07-13,2025-10-06
R 89 000 000,Bantry Bay,5 Bedroom Apartment,Normal,PE Atlantic Seaboard,Peter Ross,2025-08-27,
R 2 550 000,Cape Town City Centre,1 Bedroom Apartment,Normal,PE City Bowl,Eric Johnson,2025-09-14,
R 1 595 000,Green Point,Apartment,Normal,PE Atlantic Seaboard,Norman Knight,2025-07-12,
R 7 495 000,Camps Bay,3 Bedroom Apartment,Normal,PE Atlantic Seaboard,Walter Foster,2025-04-13,2025-07-13
R 1 395 000,Woodstock,1 Bedroom Apartment,Normal,PE Woodstock,Gerald Hayes,2025-06-24,2025-07-18
R 2 200 000,Gardens,1 Bedroom Apartment,Normal,PE City Bowl,Grant Cooper,2025-04-12,2025-06-08
R 4 999 000,Cape Town City Centre,2 Bedroom Apartment,Normal,PE City Bowl,Hunter Carter,2025-09-26,
R 85 000 000,Fresnaye,4 Bedroom House,Normal,PE Atlantic Seaboard,Douglas Butler,2025-08-30,
R 6 495 000,Sea Point,3 Bedroom Apartment,Normal,PE Atlantic Seaboard,Bradley Gray,2025-09-08,
R 4 995 000,Sea Point,1 Bedroom Apartment,Normal,PE Atlantic Seaboard,Vincent Evans,2025-08-11,
R 5 000 000,Sea Point,2 Bedroom Apartment,Normal,PE Atlantic Seaboard,Leon Griffin,2025-05-03,2025-08-24
R 11 950 000,Three Anchor Bay,3 Bedroom Apartment,Normal,PE Atlantic Seaboard,Jordan Adams,2025-05-23,
R 26 950 000,Claremont Upper,4 Bedroom House,Normal,PE Claremont,Dennis Wood,2025-05-10,
R 2 390 000,Diep River,2 Bedroom Apartment,Normal,PE Southern Suburbs,Jordan Adams,2025-09-29,
R 5 795 000,Vredehoek,5 Bedroom House,Normal,PE City Bowl,Tyler Moore,2025-07-20,
R 1 990 000,Foreshore,1 Bedroom Apartment,Normal,PE Atlantic Seaboard,Justin Lewis,2025-08-17,
R 2 495 000,Vredehoek,1 Bedroom Apartment,Normal,PE City Bowl,Brett Cook,2025-08-31,
R 1 600 000,Foreshore,0.5 Bedroom Apartment,Normal,PE Atlantic Seaboard,Steven Rodriguez,2025-04-22,2025-05-30
R 1 599 999,Kenilworth,2 Bedroom Townhouse,Normal,PE Southern Suburbs,Marvin Cortez,2025-06-12,2025-08-09
R 4 150 000,Woodstock,3 Bedroom House,Normal,PE Woodstock,Christopher Lee,2025-09-04,
R 1 495 000,Woodstock,1 Bedroom Apartment,Normal,PE Woodstock,Daniel Martinez,2025-08-25,
R 3 900 000,Mowbray,3 Bedroom House,Normal,PE Southern Suburbs,Keith Myers,2025-08-08,2025-09-19
R 12 995 000,De Waterkant,3 Bedroom House,Normal,PE Atlantic Seaboard,Kevin Harris,2025-04-22,
R 3 495 000,Tamboerskloof,2 Bedroom Apartment,Normal,PE City Bowl,Jordan Adams,2025-09-20,
R 3 850 000,Sea Point,2 Bedroom Apartment,Private,PE Atlantic Seaboard,Brett Cook,2025-05-24,2025-08-13
R 1 550 000,Claremont Upper,1 Bedroom Apartment,Private,PE Claremont,Ralph Patterson,2025-09-14,
R 1 385 000,Woodstock,2 Bedroom Apartment,Normal,PE Woodstock,Marcus Torres,2025-04-23,
R 1 175 000,Rondebosch,1 Bedroom Apartment,Normal,PE Rondebosch,Clifford Flynn,2025-09-07,
R 4 195 000,Claremont,3 Bedroom House,Normal,PE Claremont,Howard Griffin,2025-04-22,
R 2 395 000,Woodstock,2 Bedroom Apartment,Normal,PE Woodstock,Leroy Wade,2025-07-18,
R 9 999 000,Constantia,4 Bedroom House,Normal,PE Constantia,Aaron Walker,2025-07-25,
R 2 595 000,Vredehoek,2 Bedroom Apartment,Normal,PE City Bowl,Norman Knight,2025-07-21,
R 2 195 000,Mouille Point,0.5 Bedroom Apartment,Normal,PE Atlantic Seaboard,Isaac Scott,2025-04-19,2025-05-25
R 5 450 000,Bantry Bay,2 Bedroom Apartment,Normal,PE Atlantic Seaboard,Adrian Phillips,2025-06-21,
R 7 700 000,Mouille Point,2 Bedroom Apartment,Normal,PE Atlantic Seaboard,Dale Dixon,2025-07-31,
R 5 250 000,Tokai,3 Bedroom House,Normal,PE Southern Suburbs,Floyd Gibson,2025-06-05,
R 23 000 000,Sea Point,3 Bedroom Apartment,Normal,PE Atlantic Seaboard,Preston Murphy,2025-04-23,
R 2 999 500,Rondebosch,4 Bedroom Apartment,Normal,PE Rondebosch,Grant Cooper,2025-05-27,2025-06-29
R 1 950 000,Mouille Point,1 Bedroom Apartment,Normal,PE Atlantic Seaboard,Christopher Lee,2025-08-27,2025-09-30
R 35 000 000,Fresnaye,5 Bedroom House,Normal,PE Atlantic Seaboard,Luke Wright,2025-07-05,
R 4 300 000,Woodstock,3 Bedroom House,Normal,PE Woodstock,Luke Wright,2025-08-10,
R 45 000 000,Camps Bay,5 Bedroom House,Normal,PE Atlantic Seaboard,Leonard Hughes,2025-05-30,
R 1 895 000,Gardens,1 Bedroom Apartment,Normal,PE City Bowl,Justin Lewis,2025-07-26,
R 45 000 000,Oranjezicht,16 Bedroom House,Normal,PE City Bowl,Isaac Scott,2025-06-19,
R 3 750 000,Claremont Upper,3 Bedroom House,Normal,PE Claremont,Stanley Wells,2025-05-24,
R 1 250 000,Claremont,0.5 Bedroom Apartment,Normal,PE Claremont,Connor Lopez,2025-04-24,
R 4 995 000,Claremont,3 Bedroom House,Normal,PE Claremont,Vernon Fuller,2025-08-27,
R 2 099 000,Cape Town City Centre,0.5 Bedroom Apartment,Normal,PE City Bowl,Raymond Watson,2025-07-04,
R 2 450 000,Oranjezicht,1 Bedroom Apartment,Normal,PE City Bowl,Stanley Wells,2025-08-28,
R 2 795 000,Cape Town City Centre,1 Bedroom Apartment,Normal,PE City Bowl,Frank Ross,2025-09-30,
R 3 200 000,Sea Point,1 Bedroom Apartment,Normal,PE Atlantic Seaboard,Allan Santiago,2025-07-01,
R 1 620 000,Wynberg,2 Bedroom House,Normal,PE Southern Suburbs,Bradley Gray,2025-07-19,2025-09-16
R 1 975 000,Tokai,2 Bedroom Apartment,Normal,PE Southern Suburbs,Brett Cook,2025-06-10,2025-07-11
R 3 150 000,Kenilworth,2 Bedroom Apartment,Normal,PE Southern Suburbs,Brian Clark,2025-05-03,
R 6 000 000,Tamboerskloof,2 Bedroom Apartment,Normal,PE City Bowl,David Thompson,2025-06-25,
R 6 950 000,Newlands,3 Bedroom Townhouse,Normal,PE Newlands,Hunter Carter,2025-06-19,
R 23 500 000,Fresnaye,3 Bedroom Apartment,Normal,PE Atlantic Seaboard,Raymond Watson,2025-07-11,
R 10 500 000,Constantia,4 Bedroom House,Normal,PE Constantia,Travis Morgan,2025-05-19,
R 1 450 000,Cape Town City Centre,0.5 Bedroom Apartment,Normal,PE City Bowl,Kevin Harris,2025-04-22,
R 3 600 000,Vredehoek,3 Bedroom Apartment,Normal,PE City Bowl,Carson Stewart,2025-09-04,
R 25 300 000,Gardens,3 Bedroom Apartment,Normal,PE City Bowl,Francis Barnes,2025-09-15,
R 1 450 000,Observatory,2 Bedroom House,Normal,PE Woodstock,Isaac Scott,2025-09-11,
R 1 950 000,Tokai,2 Bedroom Apartment,Normal,PE Southern Suburbs,Peter Ross,2025-06-26,
R 8 400 000,Green Point,3 Bedroom House,Normal,PE Atlantic Seaboard,Cole Rogers,2025-04-13,
R 5 500 000,Camps Bay,2 Bedroom Apartment,Normal,PE Atlantic Seaboard,Theodore Duncan,2025-07-26,
R 5 495 000,Sea Point,7 Bedroom House,Normal,PE Atlantic Seaboard,Thomas Brooks,2025-04-25,
R 850 000,Observatory,1 Bedroom Apartment,Normal,PE Woodstock,Ernest Porter,2025-08-26,
R 1 595 000,Cape Town City Centre,1 Bedroom Apartment,Normal,PE City Bowl,Allan Santiago,2025-06-09,2025-07-04
R 6 995 000,Constantia,3 Bedroom House,Normal,PE Constantia,Gordon Kennedy,2025-04-14,2025-07-21
R 3 750 000,Mouille Point,1 Bedroom Apartment,Normal,PE Atlantic Seaboard,Evan Turner,2025-06-06,2025-07-30
R 19 995 000,Claremont Upper,6 Bedroom House,Normal,PE Claremont,Nathan Young,2025-04-23,
R 15 950 000,Green Point,2 Bedroom Apartment,Sponsored,PE Atlantic Seaboard,Peter Ross,2025-08-12,
